54.249.173.119,443,TRUE,NRT,Asia Pacific,Tokyo,80 ms,18632 kB/s
15.165.49.161,8080,TRUE,ICN,Asia Pacific,Seoul,113 ms,14290 kB/s
13.250.131.37,443,TRUE,SIN,Asia Pacific,Singapore,96 ms,13793 kB/s
99.83.209.185,443,TRUE,IAD,North America,Ashburn,176 ms,10628 kB/s
